Listing ID,Listing name,Final URL,Image URL,Price,City name,Property type,Listing type,Address,Description,Contextual keywords
1177188343,2BR Condo in Palm Desert,https://bradschmett.com/listing-detail/1177188343/73439-Foxtail-LN-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260410204830071487000000-o.jpg&w=1200&output=jpg&q=80,"$420,000",Palm Desert,Condo,For Sale,"73439 Foxtail LN, Palm Desert, CA 92260, CA","Approximately 1,502 squar",Ironwood Country Club; 1502 sqft
1177185861,3BR Single Family Home,https://bradschmett.com/listing-detail/1177185861/2027-S-Toledo-AVE-Palm-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260210042618291217000000-o.jpg&w=1200&output=jpg&q=80,"$1,698,000",Palm Springs,Single Family Home,For Sale,"2027 S Toledo AVE, Palm Springs, CA 92264, CA",Live your Palm Springs dr,Indian Canyons; 2665 sqft
1177217662,2BR Condo,https://bradschmett.com/listing-detail/1177217662/910-Island-DR-211-Rancho-Mirage-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177217662.jpg,"$650,000",Rancho Mirage,Condo,For Sale,"910 Island DR #211, Rancho Mirage, CA 92270, CA",Available for sale or for,Desert Island; 1783 sqft
1177205734,5BR Single Family Home,https://bradschmett.com/listing-detail/1177205734/73576-Malabata-DR-Palm-Desert-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177205734.jpg,"$1,495,000",Palm Desert,Single Family Home,For Sale,"73576 Malabata DR, Palm Desert, CA 92260, CA",Welcome to the legendary ,Marrakesh C.C.; 2653 sqft
1177194060,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1177194060/2718-Pacific-ST-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177194060.jpg,"$20,000",Thermal,Vacant Land,For Sale,"2718 Pacific ST, Thermal, CA 92274, CA",Vacant land opportunity i,Not In A Subdivision
1177190983,2BR Manufactured Home,https://bradschmett.com/listing-detail/1177190983/42549-Tungsten-Palm-Desert-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177190983.jpg,"$219,900",Palm Desert,Manufactured Home,For Sale,"42549 Tungsten, Palm Desert, CA 92260, CA",Welcome to Portola Countr,Portola Country Club (32263); 1248 sqft
1177178407,2BR Condo in Palm Springs,https://bradschmett.com/listing-detail/1177178407/2301-S-Skyview-DR-2-Palm-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260516012031256246000000-o.jpg&w=1200&output=jpg&q=80,"$499,500",Palm Springs,Condo,For Sale,"2301 S Skyview DR #2, Palm Springs, CA 92264, CA","Mid Century marvel, styli",Canyon View Condos; 1163 sqft
1177177012,5BR Single Family Home,https://bradschmett.com/listing-detail/1177177012/81084-Falling-Leaf-CT-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260210044057891842000000-o.jpg&w=1200&output=jpg&q=80,"$1,849,000",Indio,Single Family Home,For Sale,"81084 Falling Leaf CT, Indio, CA 92201, CA",STR-friendly contemporary,Montage At Santa Rosa; 3229 sqft
1177177010,3BR Multi-Family,https://bradschmett.com/listing-detail/1177177010/66338-2nd-St-ST-Desert-Hot-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260210010555972159000000-o.jpg&w=1200&output=jpg&q=80,"$446,000",Desert Hot Springs,Multi-Family,For Sale,"66338 2nd St ST, Desert Hot Springs, CA 92240, CA",Income Property in Desert,1500 sqft
1177172188,Commercial in La Quinta,https://bradschmett.com/listing-detail/1177172188/Address-not-disclosed,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260210012957001992000000-o.jpg&w=1200&output=jpg&q=80,"$1,660,000",La Quinta,Commercial,For Sale,,Pad has been rough graded,47916 sqft
1177170953,Commercial in Coachella,https://bradschmett.com/listing-detail/1177170953/84080-Van-Buren-ST-Coachella-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260210004641912489000000-o.jpg&w=1200&output=jpg&q=80,"$2,050,000",Coachella,Commercial,For Sale,"84080 Van Buren ST, Coachella, CA 92236, CA",Build-to-Suit Pad for Sal,39640 sqft
1177168296,2BR Condo in Palm Desert,https://bradschmett.com/listing-detail/1177168296/73412-Mariposa-DR-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260207225531117569000000-o.jpg&w=1200&output=jpg&q=80,"$820,000",Palm Desert,Condo,For Sale,"73412 Mariposa DR, Palm Desert, CA 92260, CA",Great corner location wit,Ironwood Country Club; 1633 sqft
1177166938,3BR Condo in Indian Wells,https://bradschmett.com/listing-detail/1177166938/76705-Sandpiper-DR-Indian-Wells-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260209214815858872000000-o.jpg&w=1200&output=jpg&q=80,"$995,000",Indian Wells,Condo,For Sale,"76705 Sandpiper DR, Indian Wells, CA 92210, CA",Designed by noted archite,Indian Wells Country Club; 2250 sqft
1177162705,5BR Single Family Home,https://bradschmett.com/listing-detail/1177162705/330-Metate-PL-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260212005943634698000000-o.jpg&w=1200&output=jpg&q=80,"$7,950,000",Palm Desert,Single Family Home,For Sale,"330 Metate PL, Palm Desert, CA 92260, CA",Welcome to a home where l,Bighorn Golf Club; 7732 sqft
1177160682,2BR Condo,https://bradschmett.com/listing-detail/1177160682/31200-Landau-BLVD-1506-Cathedral-City-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260209005346609376000000-o.jpg&w=1200&output=jpg&q=80,"$267,000",Cathedral City,Condo,For Sale,"31200 Landau BLVD #1506, Cathedral City, CA 92234, CA",You are going to Fall In ,Cathedral Springs; 934 sqft
1177177784,Vacant Land,https://bradschmett.com/listing-detail/1177177784/197-W-Via-Olivera-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177177784.jpg,"$279,950",Palm Springs,Vacant Land,For Sale,"197 W Via Olivera, Palm Springs, CA 92262, CA",Mountain View Seize an ex,
1177157011,Vacant Land,https://bradschmett.com/listing-detail/1177157011/67920-Grandview-AVE-Cathedral-City-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260209210505228744000000-o.jpg&w=1200&output=jpg&q=80,"$550,000",Cathedral City,Vacant Land,For Sale,"67920 Grandview AVE, Cathedral City, CA 92234, CA",Unlock the potential of t,Cathedral City Cove
1177157010,Vacant Land,https://bradschmett.com/listing-detail/1177157010/68280-E-Palm-Canyon-Dr-Cathedral-City-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260209211141628310000000-o.jpg&w=1200&output=jpg&q=80,"$349,000",Cathedral City,Vacant Land,For Sale,"68280 E Palm Canyon Dr, Cathedral City, CA 92234, CA","9,583 SF commercial corne",
1177157009,4BR Single Family Home,https://bradschmett.com/listing-detail/1177157009/78690-Darrell-DR-Bermuda-Dunes-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260209233942175058000000-o.jpg&w=1200&output=jpg&q=80,"$779,000",Bermuda Dunes,Single Family Home,For Sale,"78690 Darrell DR, Bermuda Dunes, CA 92203, CA",Marketing Remarks: This s,Bdcc Country; 3159 sqft
1177151174,3BR Single Family Home,https://bradschmett.com/listing-detail/1177151174/50700-Havasu-Falls-DR-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260208231827903206000000-o.jpg&w=1200&output=jpg&q=80,"$650,000",Indio,Single Family Home,For Sale,"50700 Havasu Falls DR, Indio, CA 92201, CA",Welcome to this beautiful,Trilogy Polo Club; 1847 sqft
1177150208,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1177150208/2864-Treadwell-BLVD-Thermal-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260209190557470763000000-o.jpg&w=1200&output=jpg&q=80,"$15,000",Thermal,Vacant Land,For Sale,"2864 Treadwell BLVD, Thermal, CA 92274, CA",Great opportunity lot at ,Vista Del Mar
1177143202,3BR Condo in La Quinta,https://bradschmett.com/listing-detail/1177143202/54860-Inverness-WAY-La-Quinta-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260209180224905149000000-o.jpg&w=1200&output=jpg&q=80,"$565,000",La Quinta,Condo,For Sale,"54860 Inverness WAY, La Quinta, CA 92253, CA",Discover this pristine an,Pga Stadium; 1673 sqft
1177173145,Commercial,https://bradschmett.com/listing-detail/1177173145/66328-Pierson-BLVD-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177173145.jpg,"$600,000",Desert Hot Springs,Commercial,For Sale,"66328 Pierson BLVD, Desert Hot Springs, CA 92240, CA",Commercial Property with ,
1177173143,Commercial in La Quinta,https://bradschmett.com/listing-detail/1177173143/Address-not-disclosed,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177173143.jpg,"$1,660,000",La Quinta,Commercial,For Sale,,Pad has been rough graded,
1177138837,Vacant Land in Indio,https://bradschmett.com/listing-detail/1177138837/0-Sandpiper-Ave-Bobolink-St.-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260211165457257769000000-o.jpg&w=1200&output=jpg&q=80,"$1,190,000",Indio,Vacant Land,For Sale,"0 Sandpiper Ave / Bobolink St., Indio, CA 92201, CA",Spectacular Residential D,
1177138836,2BR Condo in Palm Desert,https://bradschmett.com/listing-detail/1177138836/279-Serena-DR-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260208000512943115000000-o.jpg&w=1200&output=jpg&q=80,"$569,000",Palm Desert,Condo,For Sale,"279 Serena DR, Palm Desert, CA 92260, CA",View View View! This One-,Monterey Country Club; 1584 sqft
1177168738,Vacant Land,https://bradschmett.com/listing-detail/1177168738/66079-Pierson-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177168738.jpg,"$129,000",Desert Hot Springs,Vacant Land,For Sale,"66079 Pierson, Desert Hot Springs, CA 92240, CA",Prime location on Pierson,South Pierson
1177162598,2BR Single Family Home,https://bradschmett.com/listing-detail/1177162598/641-Dunes-CT-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177162598.jpg,"$1,195,000",Palm Springs,Single Family Home,For Sale,"641 Dunes CT, Palm Springs, CA 92264, CA",Set behind gates on a qui,Dunes Court; 1644 sqft
1177160588,2BR Condo in Palm Springs,https://bradschmett.com/listing-detail/1177160588/5125-E-Waverly-DR-B2-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177160588.jpg,"$259,000",Palm Springs,Condo,For Sale,"5125 E Waverly DR #B2, Palm Springs, CA 92264, CA",New Price Reduction! Welc,Palm Canyon Villas; 932 sqft
1177160564,Vacant Land,https://bradschmett.com/listing-detail/1177160564/67856-Hacienda-Avenue-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177160564.jpg,"$75,000",Desert Hot Springs,Vacant Land,For Sale,"67856 Hacienda Avenue, Desert Hot Springs, CA 92240, CA",,
1178138054,4BR Single Family Home,https://bradschmett.com/listing-detail/1178138054/1877-S-Navajo-DR-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1178138054.jpg,"$2,295,000",Palm Springs,Single Family Home,For Sale,"1877 S Navajo DR, Palm Springs, CA 92264, CA",Leading Realtor.com's lis,Twin Palms; 1958 sqft
1177156911,4BR Single Family Home,https://bradschmett.com/listing-detail/1177156911/4-Oakmont-DR-Rancho-Mirage-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177156911.jpg,"$1,290,000",Rancho Mirage,Single Family Home,For Sale,"4 Oakmont DR, Rancho Mirage, CA 92270, CA",Set against a backdrop of,Mission Hills/Oakmont Estates (32153); 3361 sqft
1177156888,Vacant Land,https://bradschmett.com/listing-detail/1177156888/33390-San-Lucas-TRL-Thousand-Palms-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177156888.jpg,"$67,500",Thousand Palms,Vacant Land,For Sale,"33390 San Lucas TRL, Thousand Palms, CA 92276, CA",Excellent opportunity to ,Tri Palm Estates (32005)
1177155557,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1177155557/83743-58th-Ave-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177155557.jpg,"$1,600,000",Thermal,Vacant Land,For Sale,"83743 58th Ave, Thermal, CA 92274, CA",Welcome to a rare agricul,Vista Santa Rosa
1177154541,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1177154541/83775-58th-AVE-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177154541.jpg,"$2,400,000",Thermal,Vacant Land,For Sale,"83775 58th AVE, Thermal, CA 92274, CA",Welcome to a rare agricul,Vista Santa Rosa
1177150086,Multi-Family,https://bradschmett.com/listing-detail/1177150086/1500-S-Via-Entrada-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177150086.jpg,"$1,399,999",Palm Springs,Multi-Family,For Sale,"1500 S Via Entrada, Palm Springs, CA 92264, CA",Located in one of Palm Sp,Tahquitz River Estates (33510)
1177146626,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1177146626/2102-Haven-Dr.-2-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177146626.jpg,"$55,000",Thermal,Vacant Land,For Sale,"2102 Haven Dr. #2, Thermal, CA 92274, CA",Commercial property in th,Business District
1177125714,5BR Single Family Home,https://bradschmett.com/listing-detail/1177125714/40535-Morningstar-RD-Rancho-Mirage-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260207210836538674000000-o.jpg&w=1200&output=jpg&q=80,"$7,500,000",Rancho Mirage,Single Family Home,For Sale,"40535 Morningstar RD, Rancho Mirage, CA 92270, CA",This is a true Trophy Est,Mission Ranch; 9468 sqft
1177125339,3BR Single Family Home,https://bradschmett.com/listing-detail/1177125339/45495-Osage-CT-Indian-Wells-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260209062149704566000000-o.jpg&w=1200&output=jpg&q=80,"$2,490,000",Indian Wells,Single Family Home,For Sale,"45495 Osage CT, Indian Wells, CA 92210, CA",Beautifully remodeled Spa,3400 sqft
1177121577,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1177121577/54684-Harrison-ST-Thermal-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260403222016468727000000-o.jpg&w=1200&output=jpg&q=80,"$7,388,000",Thermal,Vacant Land,For Sale,"54684 Harrison ST, Thermal, CA 92274, CA",Various residential and c,Thermal
1177120033,3BR Manufactured Home,https://bradschmett.com/listing-detail/1177120033/73406-Adobe-Springs-DR-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260204214704316613000000-o.jpg&w=1200&output=jpg&q=80,"$345,000",Palm Desert,Manufactured Home,For Sale,"73406 Adobe Springs DR, Palm Desert, CA 92260, CA",Motivated Seller!!!! Exce,Palm Desert Greens; 1344 sqft
1177124387,3BR Single Family Home,https://bradschmett.com/listing-detail/1177124387/74616-Waterlily-CIR-Palm-Desert-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177124387.jpg,"$779,000",Palm Desert,Single Family Home,For Sale,"74616 Waterlily CIR, Palm Desert, CA 92260, CA",Freshly painted inside! T,Canyon Crest; 2599 sqft
1177117444,3BR Single Family Home,https://bradschmett.com/listing-detail/1177117444/38821-Kilimanjaro-DR-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260208172959840471000000-o.jpg&w=1200&output=jpg&q=80,"$795,000",Palm Desert,Single Family Home,For Sale,"38821 Kilimanjaro DR, Palm Desert, CA 92211, CA",Avondale Golf Club is a v,Avondale Country Club; 2640 sqft
1177117056,2BR Condo,https://bradschmett.com/listing-detail/1177117056/910-Island-DR-114-Rancho-Mirage-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260208164648372978000000-o.jpg&w=1200&output=jpg&q=80,"$640,000",Rancho Mirage,Condo,For Sale,"910 Island DR #114, Rancho Mirage, CA 92270, CA",This spacious popular dua,Desert Island; 2159 sqft
1177115649,3BR Single Family Home,https://bradschmett.com/listing-detail/1177115649/45210-Desert-Hills-CT-La-Quinta-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260208153710674688000000-o.jpg&w=1200&output=jpg&q=80,"$649,990",La Quinta,Single Family Home,For Sale,"45210 Desert Hills CT, La Quinta, CA 92253, CA","Highly sought-after, char",Topaz; 1700 sqft
1177120249,Vacant Land,https://bradschmett.com/listing-detail/1177120249/69333-E-Palm-Canyon-DR-13-Cathedral-City-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177120249.jpg,"$45,000",Cathedral City,Vacant Land,For Sale,"69333 E Palm Canyon DR #13, Cathedral City, CA 92234, CA","Welcome to Sungate, a des",Sungate
1177120008,5BR Single Family Home,https://bradschmett.com/listing-detail/1177120008/71569-Sahara-RD-Rancho-Mirage-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177120008.jpg,"$1,439,000",Rancho Mirage,Single Family Home,For Sale,"71569 Sahara RD, Rancho Mirage, CA 92270, CA","Set on a generous 17,424 ",Magnesia Falls Cove (32142); 2710 sqft
1177118287,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1177118287/2782-Atlantic-2-Thermal-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177118287.jpg,"$13,900",Thermal,Vacant Land,For Sale,"2782 Atlantic #2, Thermal, CA 92274, CA",Vacant residential lot lo,Vista Santa Rosa (31601)
1177112222,3BR Single Family Home,https://bradschmett.com/listing-detail/1177112222/710-Hawk-Hill-TRL-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260208041736836639000000-o.jpg&w=1200&output=jpg&q=80,"$1,765,000",Palm Desert,Single Family Home,For Sale,"710 Hawk Hill TRL, Palm Desert, CA 92211, CA",Transferable Golf Members,Indian Ridge; 2742 sqft
1177111851,Commercial in Indio,https://bradschmett.com/listing-detail/1177111851/80394-Ave-48-423-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260208041242893258000000-o.jpg&w=1200&output=jpg&q=80,"$135,000",Indio,Commercial,For Sale,"80394 Ave 48 #423, Indio, CA 92201, CA",Lot #423 at Outdoor Resor,Outdoor Resorts Country Club
1177110709,Vacant Land in Thermal,https://bradschmett.com/listing-detail/1177110709/2641-Desert-DR-Thermal-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260208022849701783000000-o.jpg&w=1200&output=jpg&q=80,"$7,100",Thermal,Vacant Land,For Sale,"2641 Desert DR, Thermal, CA 92274, CA","Spacious 13,213 Sq. Ft. V",Thermal
1177110562,3BR Condo in Palm Desert,https://bradschmett.com/listing-detail/1177110562/38640-Nasturtium-WAY-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260207164246908509000000-o.jpg&w=1200&output=jpg&q=80,"$899,000",Palm Desert,Condo,For Sale,"38640 Nasturtium WAY, Palm Desert, CA 92211, CA",Stunning Trifecta Souther,Palm Valley Country Club; 2489 sqft
1177108435,3BR Condo in Palm Desert,https://bradschmett.com/listing-detail/1177108435/38417-Nasturtium-WAY-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260207233312737678000000-o.jpg&w=1200&output=jpg&q=80,"$644,000",Palm Desert,Condo,For Sale,"38417 Nasturtium WAY, Palm Desert, CA 92211, CA",Experience resort living ,Palm Valley Country Club; 1700 sqft
1177107959,2BR Condo in Palm Desert,https://bradschmett.com/listing-detail/1177107959/144-Verde-WAY-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260207025653821118000000-o.jpg&w=1200&output=jpg&q=80,"$465,000",Palm Desert,Condo,For Sale,"144 Verde WAY, Palm Desert, CA 92260, CA",Welcome to a truly rare o,Silver Sands Rc; 1070 sqft
1177106338,4BR Single Family Home,https://bradschmett.com/listing-detail/1177106338/80928-Brown-St-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260207215404043868000000-o.jpg&w=1200&output=jpg&q=80,"$540,000",Indio,Single Family Home,For Sale,"80928 Brown St, Indio, CA 92201, CA","Beautiful Family Home, 4 ",First Editions; 1433 sqft
1177105491,3BR Single Family Home,https://bradschmett.com/listing-detail/1177105491/48225-Via-Solana-La-Quinta-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260205163848658937000000-o.jpg&w=1200&output=jpg&q=80,"$1,299,000",La Quinta,Single Family Home,For Sale,"48225 Via Solana, La Quinta, CA 92253, CA",Set against the breathtak,Rancho La Quinta Country Club; 2235 sqft
1177104043,3BR Single Family Home,https://bradschmett.com/listing-detail/1177104043/4321-Lumina-WAY-Palm-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177104043.jpg,"$1,695,000",Palm Springs,Single Family Home,For Sale,"4321 Lumina WAY, Palm Springs, CA 92262, CA",Step inside this striking,Escena; 2593 sqft
1177091277,2BR Single Family Home,https://bradschmett.com/listing-detail/1177091277/80278-Royal-Dornoch-DR-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260207074510203583000000-o.jpg&w=1200&output=jpg&q=80,"$335,500",Indio,Single Family Home,For Sale,"80278 Royal Dornoch DR, Indio, CA 92201, CA",Brand New Hvac Installed ,Heritage Palms Country Club; 1122 sqft
1177104107,2BR Manufactured Home,https://bradschmett.com/listing-detail/1177104107/462-Coyote-Cathedral-City-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177104107.jpg,"$99,000",Cathedral City,Manufactured Home,For Sale,"462 Coyote, Cathedral City, CA 92234, CA",* Back On Market * This 2,Royal Palms; 1248 sqft
1177083481,2BR Single Family Home,https://bradschmett.com/listing-detail/1177083481/40090-Corte-Refugio-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260207002041883821000000-o.jpg&w=1200&output=jpg&q=80,"$398,000",Indio,Single Family Home,For Sale,"40090 Corte Refugio, Indio, CA 92203, CA","Move-in ready 2-bedroom, ",Sun City Shadow Hills; 1295 sqft
1177082092,2BR Condo in Indian Wells,https://bradschmett.com/listing-detail/1177082092/45740-Pueblo-RD-Indian-Wells-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260206034231643079000000-o.jpg&w=1200&output=jpg&q=80,"$1,195,000",Indian Wells,Condo,For Sale,"45740 Pueblo RD, Indian Wells, CA 92210, CA",Welcome to prestigious In,Indian Wells Country Club; 2712 sqft
1177082090,2BR Condo,https://bradschmett.com/listing-detail/1177082090/68534-Calle-Alcazar-Cathedral-City-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260206224817228470000000-o.jpg&w=1200&output=jpg&q=80,"$289,000",Cathedral City,Condo,For Sale,"68534 Calle Alcazar, Cathedral City, CA 92234, CA",Back on the market! Locat,Cathedral Canyon Country Club; 1406 sqft
1177091222,4BR Single Family Home,https://bradschmett.com/listing-detail/1177091222/11405-North-Star-LN-Desert-Hot-Springs-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177091222.jpg,"$481,431",Desert Hot Springs,Single Family Home,For Sale,"11405 North Star LN, Desert Hot Springs, CA 92440, CA",New Construction! This Ne,Skyborne (34020); 2583 sqft
1177078172,2BR Condo in Palm Desert,https://bradschmett.com/listing-detail/1177078172/40141-Baltusrol-CIR-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260206230129340753000000-o.jpg&w=1200&output=jpg&q=80,"$289,000",Palm Desert,Condo,For Sale,"40141 Baltusrol CIR, Palm Desert, CA 92211, CA",Reduced! Exceptional inve,Palm Desert Resort Country Club; 938 sqft
1177073996,3BR Condo,https://bradschmett.com/listing-detail/1177073996/44-Majorca-DR-Rancho-Mirage-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260206173253594010000000-o.jpg&w=1200&output=jpg&q=80,"$525,000",Rancho Mirage,Condo,For Sale,"44 Majorca DR, Rancho Mirage, CA 92270, CA",This is a Delightful 3 be,Sunrise Country Club; 1775 sqft
1177073997,4BR Single Family Home,https://bradschmett.com/listing-detail/1177073997/58365-Mijas-La-Quinta-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260204174853667569000000-o.jpg&w=1200&output=jpg&q=80,"$2,375,000",La Quinta,Single Family Home,For Sale,"58365 Mijas, La Quinta, CA 92253, CA",Set behind the gates of A,Andalusia At Cm; 3177 sqft
1177072844,2BR Manufactured Home,https://bradschmett.com/listing-detail/1177072844/64055-Enchanted-RD-Desert-Hot-Springs-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260205021904729296000000-o.jpg&w=1200&output=jpg&q=80,"$228,000",Desert Hot Springs,Manufactured Home,For Sale,"64055 Enchanted RD, Desert Hot Springs, CA 92240, CA",Welcome to this fully upg,1280 sqft
1177067629,3BR Condo in Palm Desert,https://bradschmett.com/listing-detail/1177067629/72550-Rolling-Knoll-DR-Palm-Desert-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260203204240737782000000-o.jpg&w=1200&output=jpg&q=80,"$899,000",Palm Desert,Condo,For Sale,"72550 Rolling Knoll DR, Palm Desert, CA 92260, CA",Sophisticated Indoor-Outd,Indian Hills-880; 1680 sqft
1177066308,3BR Single Family Home,https://bradschmett.com/listing-detail/1177066308/49714-Newman-CIR-Indio-CA,https://wsrv.nl/?url=https%3A%2F%2Fcdn.photos.sparkplatform.com%2Fgps%2F20260206195936717470000000-o.jpg&w=1200&output=jpg&q=80,"$665,500",Indio,Single Family Home,For Sale,"49714 Newman CIR, Indio, CA 92201, CA",Located at 49714 Newman C,Indian Palms; 2044 sqft
1177085979,3BR Condo,https://bradschmett.com/listing-detail/1177085979/28715-Isleta-CT-Cathedral-City-CA,https://tamdrashtri.github.io/brad-schmett-remarketing/images/1177085979.jpg,"$249,000",Cathedral City,Condo,For Sale,"28715 Isleta CT, Cathedral City, CA 92234, CA",Needs Tlc But Priced To S,Desert Princess; 1285 sqft
